"asset","model","split_type","window_id","train_start","train_end","train_size","test_start","test_end","test_size","loglik","aic","bic","n_params","convergence"
"WMT","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9223.77156700866,-18437.5431340173,-18407.6225242238,5,TRUE
"WMT","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9183.27916020465,-18354.5583204093,-18318.6535886571,6,TRUE
"WMT","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9191.60946136254,-18371.2189227251,-18335.3141909729,6,TRUE
"WMT","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9232.12488536883,-18452.2497707377,-18416.3450389854,6,TRUE
"AMZN","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7566.98510533626,-15123.9702106725,-15094.049600879,5,TRUE
"AMZN","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7497.70581901701,-14983.411638034,-14947.5069062818,6,TRUE
"AMZN","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7596.3955311645,-15180.791062329,-15144.8863305768,6,TRUE
"AMZN","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7615.75622952133,-15219.5124590427,-15183.6077272904,6,TRUE
"EURUSD","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11286.1851515918,-22562.3703031835,-22532.44969339,5,TRUE
"EURUSD","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11201.0785693974,-22390.1571387949,-22354.2524070426,6,TRUE
"EURUSD","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,10971.26834361,-21930.5366872199,-21894.6319554677,6,TRUE
"EURUSD","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11333.0805852336,-22654.1611704673,-22618.2564387151,6,TRUE
"GBPUSD","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11188.554048052,-22367.108096104,-22337.1874863105,5,TRUE
"GBPUSD","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11153.642451503,-22295.284903006,-22259.3801712537,6,TRUE
"GBPUSD","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,10947.2734589665,-21882.546917933,-21846.6421861808,6,TRUE
"GBPUSD","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11201.7089565629,-22391.4179131258,-22355.5131813736,6,TRUE
"GBPCNY","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11160.9476231666,-22311.8952463333,-22281.9746365398,5,TRUE
"GBPCNY","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,10978.3364513089,-21944.6729026178,-21908.7681708656,6,TRUE
"GBPCNY","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,10942.7628811717,-21873.5257623433,-21837.6210305911,6,TRUE
"GBPCNY","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,11241.0832565347,-22470.1665130694,-22434.2617813172,6,TRUE
"USDZAR","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9331.61452778746,-18653.2290555749,-18623.3084457814,5,TRUE
"USDZAR","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9364.01876802764,-18716.0375360553,-18680.1328043031,6,TRUE
"USDZAR","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9391.67002460838,-18771.3400492168,-18735.4353174645,6,TRUE
"USDZAR","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9414.4226756697,-18816.8453513394,-18780.9406195872,6,TRUE
"GBPZAR","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9616.58707069735,-19223.1741413947,-19193.2535316012,5,TRUE
"GBPZAR","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9634.8580073649,-19257.7160147298,-19221.8112829776,6,TRUE
"GBPZAR","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9634.88555043434,-19257.7711008687,-19221.8663691165,6,TRUE
"GBPZAR","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9647.45143156525,-19282.9028631305,-19246.9981313783,6,TRUE
"EURZAR","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9688.26682007255,-19366.5336401451,-19336.6130303516,5,TRUE
"EURZAR","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9753.16963171153,-19494.3392634231,-19458.4345316709,6,TRUE
"EURZAR","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9749.63602379471,-19487.2720475894,-19451.3673158372,6,TRUE
"EURZAR","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9747.01696576317,-19482.0339315263,-19446.1291997741,6,TRUE
