"asset","model","split_type","window_id","train_start","train_end","train_size","test_start","test_end","test_size","loglik","aic","bic","n_params","convergence"
"GBPCNY","sGARCH_std","tscv",2,226,3159,2934,3160,3199,40,10973.3769923048,-21936.7539846096,-21906.8333748161,5,TRUE
"GBPCNY","eGARCH_std","tscv",2,226,3159,2934,3160,3199,40,10909.3331265833,-21806.6662531665,-21770.7615214143,6,TRUE
"GBPCNY","gjrGARCH_std","tscv",2,226,3159,2934,3160,3199,40,11063.7549563306,-22115.5099126612,-22079.605180909,6,TRUE
"GBPCNY","TGARCH_std","tscv",2,226,3159,2934,3160,3199,40,11075.3626926596,-22138.7253853192,-22102.820653567,6,TRUE
"USDZAR","sGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9144.48597046372,-18278.9719409274,-18249.0513311339,5,TRUE
"USDZAR","eGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9133.75855703118,-18255.5171140624,-18219.6123823101,6,TRUE
"USDZAR","gjrGARCH_std","tscv",2,226,3159,2934,3160,3199,40,8951.38000845746,-17890.7600169149,-17854.8552851627,6,TRUE
"USDZAR","TGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9233.86937197425,-18455.7387439485,-18419.8340121963,6,TRUE
"GBPZAR","sGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9429.4054434567,-18848.8108869134,-18818.8902771199,5,TRUE
"GBPZAR","eGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9391.92655677636,-18771.8531135527,-18735.9483818005,6,TRUE
"GBPZAR","gjrGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9214.89253243084,-18417.7850648617,-18381.8803331095,6,TRUE
"GBPZAR","TGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9483.7282145768,-18955.4564291536,-18919.5516974014,6,TRUE
"EURZAR","sGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9496.77321061662,-18983.5464212332,-18953.6258114397,5,TRUE
"EURZAR","eGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9554.91735086048,-19097.834701721,-19061.9299699687,6,TRUE
"EURZAR","gjrGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9513.60320871279,-19015.2064174256,-18979.3016856734,6,TRUE
"EURZAR","TGARCH_std","tscv",2,226,3159,2934,3160,3199,40,9551.97045939579,-19091.9409187916,-19056.0361870394,6,TRUE
